order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,product_id,quantity,unit_price
178737268,2164524,2023-06-18,2023-06-18 20:05:44,2023-06-18 20:04:44,on time,726.41,upi,66743,5088,942001,3,671.55
183165359,73098723,2023-05-24,2023-05-24 7:03:39,2023-05-24 07:32:39,significantly delayed,90.56,wallet,57165,6151,762527,3,690.08
184844043,33331259,2023-12-07,2023-12-07 5:13:07,2023-12-07 05:08:07,on time,2146.32,card,18845,6656,349294,3,934.75
186083059,67829645,2024-07-01,2024-07-01 20:32:07,2024-07-01 20:36:07,on time,1855.64,wallet,1807,6265,337168,3,545.49
187728451,63262519,2023-11-27,2023-11-27 21:16:51,2023-11-27 21:15:51,on time,4088.13,wallet,36559,497,880510,1,951.43
189431942,58115779,2024-01-23,2024-01-23 12:47:16,2024-01-23 12:45:16,on time,163.03,upi,73313,3363,51036,3,931.61
192109127,82854537,2024-09-16,2024-09-16 8:39:24,2024-09-16 08:49:24,slightly delayed,3949.02,card,98838,3033,721521,2,417.39
194459698,88553721,2023-06-15,2023-06-15 15:59:24,2023-06-15 15:58:24,on time,2203.94,card,66295,723,760684,1,71.6
196885435,88045094,2023-06-25,2023-06-25 2:40:56,2023-06-25 02:42:56,on time,96.09,wallet,22558,8392,451812,2,530.85
199903168,99627097,2023-04-16,2023-04-16 11:14:20,2023-04-16 11:11:20,on time,1440.04,upi,93719,2391,847349,3,781.08
200000051,8632679,2023-10-04,2023-10-04 20:21:09,2023-10-04 20:17:09,on time,1442.99,upi,58741,4060,552496,1,508.0
202466684,74840437,2023-08-08,2023-08-08 6:16:23,2023-08-08 06:11:23,on time,2939.42,wallet,51649,7242,642612,1,517.03
203136866,91320466,2024-06-11,2024-06-11 12:37:47,2024-06-11 12:36:47,on time,826.21,wallet,676,6082,6405,1,236.51
208989475,94713625,2023-03-16,2023-03-16 11:50:32,2023-03-16 11:48:32,on time,2973.06,cash,2365,5189,432617,2,863.18
209044447,2058037,2024-10-05,2024-10-05 0:22:57,2024-10-05 00:24:57,on time,1039.47,cash,79837,3068,757274,2,98.32
210693801,71235336,2024-08-21,2024-08-21 4:10:25,2024-08-21 04:12:25,on time,3561.22,upi,14789,4184,432617,3,863.18
212856641,51994597,2024-11-02,2024-11-02 11:02:18,2024-11-02 10:57:18,on time,949.73,cash,86373,5233,26060,1,342.94
213972345,71252391,2024-06-14,2024-06-14 23:26:09,2024-06-14 23:28:09,on time,3895.71,card,5515,8230,927651,3,426.72
214919848,47125914,2024-01-06,2024-01-06 8:00:13,2024-01-06 08:05:13,on time,2503.81,cash,66328,520,328457,1,858.57
218670241,70220141,2023-06-07,2023-06-07 3:38:10,2023-06-07 03:54:10,significantly delayed,497.09,upi,92976,5323,131748,1,81.35
218821567,95428692,2024-03-08,2024-03-08 21:08:16,2024-03-08 21:04:16,on time,1711.15,cash,71006,164,589812,3,163.03
222955546,51661209,2023-09-27,2023-09-27 19:02:23,2023-09-27 19:24:23,significantly delayed,123.3,wallet,69541,6514,566052,1,87.3
225195662,76202036,2024-08-30,2024-08-30 19:41:40,2024-08-30 19:48:40,slightly delayed,284.69,card,41237,4605,658389,2,152.55
227162938,28111842,2024-04-18,2024-04-18 7:25:08,2024-04-18 07:23:08,on time,3716.9,cash,43553,9199,991434,2,237.62
227511348,11775073,2024-08-01,2024-08-01 16:01:56,2024-08-01 16:02:56,on time,2388.23,card,90637,4665,513199,1,422.23
231328814,25287111,2024-04-19,2024-04-19 4:16:27,2024-04-19 04:25:27,slightly delayed,2506.93,wallet,47916,7970,820541,3,576.22
233646065,16379942,2023-09-19,2023-09-19 22:43:29,2023-09-19 22:48:29,on time,578.85,wallet,56968,2400,803607,1,949.73
238484255,73869823,2024-04-11,2024-04-11 4:18:43,2024-04-11 04:20:43,on time,4305.06,cash,87590,4132,354409,3,325.08
238520071,77320193,2024-02-20,2024-02-20 5:44:38,2024-02-20 05:47:38,on time,852.02,cash,91088,1203,537274,2,702.71
239830094,99627097,2023-08-17,2023-08-17 9:17:54,2023-08-17 09:15:54,on time,416.65,cash,64707,451,317242,3,198.15
242240959,64562786,2024-01-26,2024-01-26 15:30:01,2024-01-26 15:34:01,on time,1406.3,cash,62828,5298,60619,3,726.41
243077069,46623192,2024-04-25,2024-04-25 18:54:34,2024-04-25 19:04:34,slightly delayed,1745.32,upi,94987,677,602241,1,976.55
243819964,98225598,2023-12-03,2023-12-03 9:42:31,2023-12-03 09:43:31,on time,1812.09,wallet,42120,2690,880510,3,951.43
246971181,376144,2023-07-30,2023-07-30 14:32:21,2023-07-30 14:34:21,on time,3266.0,upi,10315,3131,901144,1,340.36
252964377,89531595,2024-05-31,2024-05-31 8:33:32,2024-05-31 08:28:32,on time,1197.31,cash,41128,2438,240179,2,90.56
253430904,16543242,2023-07-08,2023-07-08 1:13:44,2023-07-08 01:09:44,on time,1392.32,upi,65198,5277,14145,2,630.84
259622674,61002154,2023-05-05,2023-05-05 0:47:33,2023-05-05 00:52:33,on time,3081.38,card,43788,5780,154179,2,582.87
259772553,2566268,2023-09-27,2023-09-27 2:25:15,2023-09-27 02:23:15,on time,881.42,card,96120,7872,34200,2,319.8
262562615,12059049,2023-04-09,2023-04-09 4:55:09,2023-04-09 04:59:09,on time,2066.5,wallet,4045,4716,264803,3,995.98
266072469,49529811,2023-08-02,2023-08-02 11:23:40,2023-08-02 11:36:40,slightly delayed,877.17,wallet,15434,6764,432617,3,863.18
267738904,63368244,2023-10-24,2023-10-24 23:24:36,2023-10-24 23:38:36,slightly delayed,3596.07,card,73022,8030,606256,2,369.28
271744331,47274329,2023-08-21,2023-08-21 4:12:18,2023-08-21 04:10:18,on time,97.04,upi,30354,525,153019,3,947.95
274320517,18567760,2024-08-23,2024-08-23 4:28:36,2024-08-23 04:23:36,on time,1654.66,wallet,53245,1714,153019,2,947.95
274530126,35278126,2023-04-08,2023-04-08 22:12:31,2023-04-08 22:34:31,significantly delayed,1841.66,cash,35596,6058,851978,3,715.72
274863669,39140039,2024-04-11,2024-04-11 17:50:35,2024-04-11 17:48:35,on time,1785.63,wallet,28216,1959,990993,1,263.7
277376321,89784343,2024-07-28,2024-07-28 4:45:12,2024-07-28 04:44:12,on time,3694.48,wallet,78589,3357,94225,3,77.11
277502363,88203688,2023-12-28,2023-12-28 14:04:57,2023-12-28 14:09:57,on time,2682.72,card,18055,9608,667163,1,441.2
277700053,1174162,2023-08-15,2023-08-15 19:26:25,2023-08-15 19:29:25,on time,190.09,upi,29553,3796,552496,2,508.0
278794976,94137242,2023-03-18,2023-03-18 11:46:14,2023-03-18 11:50:14,on time,3325.87,cash,56515,109,378676,3,881.42
279851011,12967305,2023-04-11,2023-04-11 9:58:14,2023-04-11 09:57:14,on time,3495.33,card,73623,6199,34186,3,925.65
281421547,88520326,2023-05-20,2023-05-20 20:22:04,2023-05-20 20:20:04,on time,4398.86,cash,20137,3521,760684,2,71.6
282887897,97492493,2023-09-19,2023-09-19 23:36:12,2023-09-19 23:32:12,on time,3330.24,wallet,79472,1577,491521,3,556.35
283675535,20238921,2023-03-24,2023-03-24 17:17:38,2023-03-24 17:14:38,on time,1413.39,wallet,3175,8980,53833,3,134.69
291439357,62679120,2023-04-11,2023-04-11 2:30:39,2023-04-11 02:33:39,on time,2008.62,upi,8626,5860,615545,2,448.16
291900074,625395,2024-10-02,2024-10-02 17:27:52,2024-10-02 17:22:52,on time,2248.63,card,5023,2983,376447,3,724.84
293770293,45066676,2023-09-20,2023-09-20 5:57:04,2023-09-20 06:02:04,on time,1019.25,upi,80022,9076,876139,1,415.75
299059193,26805477,2024-05-04,2024-05-04 9:20:25,2024-05-04 09:23:25,on time,1520.7,upi,88355,2427,567671,2,418.48
299859815,2848415,2024-01-16,2024-01-16 3:03:51,2024-01-16 03:13:51,slightly delayed,1233.33,wallet,62089,9397,707935,2,820.9
304166272,34835738,2023-10-29,2023-10-29 1:37:58,2023-10-29 01:42:58,on time,3896.33,upi,14802,2812,913428,3,392.22
305684588,46876240,2024-08-25,2024-08-25 19:56:28,2024-08-25 20:12:28,significantly delayed,4199.86,upi,70029,7499,709916,3,33.76
310213322,12077371,2023-09-30,2023-09-30 4:38:12,2023-09-30 04:46:12,slightly delayed,3179.91,upi,13885,4253,880510,2,951.43
313663478,6959437,2024-02-21,2024-02-21 17:14:20,2024-02-21 17:17:20,on time,1184.42,wallet,65113,2287,14145,1,630.84
327291657,67729191,2024-07-15,2024-07-15 4:48:45,2024-07-15 04:44:45,on time,1560.19,upi,95819,2807,317242,1,198.15
328909145,36146306,2024-09-26,2024-09-26 16:53:13,2024-09-26 16:57:13,on time,1851.18,wallet,32899,1169,681063,3,321.28
329790912,76925460,2024-08-04,2024-08-04 10:38:41,2024-08-04 10:34:41,on time,4636.88,cash,43584,6949,305754,1,979.99
332975964,99824171,2023-09-21,2023-09-21 1:52:40,2023-09-21 02:11:40,significantly delayed,2545.55,cash,69991,9477,490602,1,549.47
335575667,32929817,2023-09-07,2023-09-07 6:23:54,2023-09-07 06:24:54,on time,3048.86,card,2018,3663,77308,3,223.27
336103625,28663279,2024-05-16,2024-05-16 19:22:33,2024-05-16 19:23:33,on time,3997.03,upi,53527,3365,500633,3,154.5
336832815,10769994,2023-12-09,2023-12-09 4:27:59,2023-12-09 04:38:59,slightly delayed,935.81,upi,23603,7500,647462,3,326.42
338609144,12574626,2024-10-26,2024-10-26 5:55:05,2024-10-26 05:52:05,on time,2731.77,cash,30432,6708,349294,3,934.75
339410846,61618079,2023-05-06,2023-05-06 15:50:15,2023-05-06 15:45:15,on time,967.74,card,93237,298,760684,1,71.6
340050407,68941950,2024-10-15,2024-10-15 13:32:58,2024-10-15 13:29:58,on time,58.59,cash,68329,9482,880510,1,951.43
340113260,83039559,2024-02-27,2024-02-27 15:38:27,2024-02-27 15:51:27,slightly delayed,869.51,card,75601,2430,621677,1,317.8
340451825,87691707,2024-09-25,2024-09-25 19:33:34,2024-09-25 19:31:34,on time,2930.46,card,47152,5783,552496,3,508.0
341580530,45804389,2024-07-10,2024-07-10 7:21:29,2024-07-10 07:42:29,significantly delayed,986.46,cash,43564,4398,706112,2,478.79
343050015,72263318,2023-04-21,2023-04-21 6:40:18,2023-04-21 07:01:18,significantly delayed,1163.49,cash,72401,3952,146840,2,786.85
343239069,41439103,2024-02-12,2024-02-12 17:46:06,2024-02-12 17:45:06,on time,2655.22,upi,23690,4746,455083,3,959.01
343300311,37095171,2024-08-04,2024-08-04 1:37:23,2024-08-04 01:43:23,slightly delayed,2120.74,wallet,90807,9607,962591,2,130.01
343479370,5043760,2024-05-03,2024-05-03 12:55:40,2024-05-03 12:59:40,on time,1820.87,cash,63936,4894,566052,1,87.3
344177904,44589829,2023-08-18,2023-08-18 0:49:42,2023-08-18 00:58:42,slightly delayed,551.88,cash,86602,7870,970529,1,827.44
344554037,78847070,2023-11-10,2023-11-10 8:34:48,2023-11-10 08:52:48,significantly delayed,3774.14,card,53784,1578,140154,3,171.2
347093563,31026200,2024-09-23,2024-09-23 13:35:00,2024-09-23 13:53:00,significantly delayed,2614.94,card,27801,1463,313754,3,136.6
348782569,72415263,2023-09-23,2023-09-23 8:45:21,2023-09-23 08:56:21,slightly delayed,3781.09,wallet,88218,2837,644847,1,622.81
349410429,42514124,2024-01-29,2024-01-29 2:15:54,2024-01-29 02:13:54,on time,255.6,wallet,20170,6611,34186,3,925.65
350719542,18642306,2024-10-06,2024-10-06 7:17:00,2024-10-06 07:14:00,on time,1969.47,wallet,14338,6884,555121,2,354.91
352037003,47955004,2024-01-28,2024-01-28 4:04:56,2024-01-28 04:00:56,on time,2839.76,card,37403,2840,992178,3,632.43
352569720,65660660,2023-06-23,2023-06-23 0:39:26,2023-06-23 00:34:26,on time,2081.26,wallet,23236,9416,757274,1,98.32
353571238,60561655,2024-01-01,2024-01-01 16:06:24,2024-01-01 16:10:24,on time,1897.21,wallet,49421,7966,552496,3,508.0
354149805,41164215,2024-04-17,2024-04-17 22:03:47,2024-04-17 22:04:47,on time,1274.62,cash,99775,5877,382511,3,702.54
356236208,62068277,2023-08-08,2023-08-08 13:31:46,2023-08-08 13:36:46,on time,1408.83,cash,89331,8913,365133,1,915.45
356495722,91312072,2024-06-02,2024-06-02 0:34:24,2024-06-02 00:34:24,on time,1978.25,wallet,57795,8433,807452,2,144.19
357437373,23126657,2023-05-10,2023-05-10 6:20:22,2023-05-10 06:25:22,on time,3284.68,upi,18049,2372,667163,3,441.2
359819834,12755730,2023-12-27,2023-12-27 12:56:23,2023-12-27 13:25:23,significantly delayed,2060.96,upi,70910,4535,952168,2,236.95
361595059,70966268,2023-10-21,2023-10-21 6:25:27,2023-10-21 06:21:27,on time,1854.55,cash,12549,8346,700048,1,141.28
365104159,19581959,2023-11-27,2023-11-27 5:08:51,2023-11-27 05:27:51,significantly delayed,1770.48,card,42058,5202,771228,2,83.18
368599691,44030130,2024-10-22,2024-10-22 16:36:46,2024-10-22 16:37:46,on time,3753.0,wallet,57291,1885,890232,1,432.0
369899578,44198187,2023-08-19,2023-08-19 14:31:49,2023-08-19 14:32:49,on time,2313.22,cash,85235,7302,525531,1,831.1
372962997,43799224,2024-04-18,2024-04-18 0:28:51,2024-04-18 00:41:51,slightly delayed,325.08,upi,46745,8437,684939,1,727.95
374186990,52215833,2023-08-09,2023-08-09 1:37:30,2023-08-09 01:44:30,slightly delayed,1601.19,wallet,77203,7955,760828,2,563.45
378485826,75739462,2024-03-27,2024-03-27 12:15:27,2024-03-27 12:15:27,on time,616.45,upi,58783,3677,555121,1,354.91
379494532,9650263,2024-07-07,2024-07-07 13:42:33,2024-07-07 13:44:33,on time,3609.27,upi,99227,2058,654297,3,13.25
379758677,54139038,2023-12-26,2023-12-26 22:55:09,2023-12-26 23:08:09,slightly delayed,1514.31,card,53840,6636,171602,2,883.44
387311360,70221073,2023-08-07,2023-08-07 3:11:16,2023-08-07 03:10:16,on time,1358.19,wallet,7081,9457,903336,1,551.88
389558867,8375298,2023-09-12,2023-09-12 0:23:47,2023-09-12 00:24:47,on time,212.14,cash,23492,8488,555121,3,354.91
390257855,5228136,2023-04-22,2023-04-22 18:34:18,2023-04-22 18:38:18,on time,2763.17,upi,10059,6446,937542,1,97.04
392038758,24144240,2024-07-23,2024-07-23 18:50:20,2024-07-23 18:58:20,slightly delayed,3639.23,card,62825,9624,863930,3,242.57
394578210,88067569,2023-09-26,2023-09-26 5:33:28,2023-09-26 05:38:28,on time,1706.05,card,91958,8335,349294,3,934.75
394951937,65406127,2024-04-24,2024-04-24 18:12:02,2024-04-24 18:17:02,on time,1517.52,cash,34174,3224,63769,1,878.07
397818832,75467328,2023-12-22,2023-12-22 13:18:55,2023-12-22 13:45:55,significantly delayed,3963.84,card,89520,4358,692985,3,197.39
397928918,71902700,2024-09-14,2024-09-14 4:13:21,2024-09-14 04:28:21,slightly delayed,797.99,card,80520,3293,991434,2,237.62
399559401,84456355,2023-11-01,2023-11-01 19:35:58,2023-11-01 20:02:58,significantly delayed,3474.58,upi,54586,7190,658389,2,152.55
403352765,4057678,2024-09-30,2024-09-30 8:49:46,2024-09-30 08:58:46,slightly delayed,1568.48,wallet,83523,6895,537274,1,702.71
408720270,37245065,2024-06-26,2024-06-26 22:22:35,2024-06-26 22:38:35,significantly delayed,2501.14,cash,2311,4190,721521,3,417.39
409570377,12574626,2024-03-27,2024-03-27 14:57:35,2024-03-27 15:12:35,slightly delayed,1524.99,card,6848,1353,712307,1,264.89
411113020,84953008,2024-06-29,2024-06-29 1:48:42,2024-06-29 01:51:42,on time,1822.88,wallet,67832,4880,217710,1,58.59
414299117,41008070,2023-07-28,2023-07-28 6:50:14,2023-07-28 06:50:14,on time,2257.55,cash,13455,3924,470449,3,827.77
422403644,56548063,2023-05-27,2023-05-27 23:46:14,2023-05-27 23:54:14,slightly delayed,2331.5,upi,23782,4684,317242,1,198.15
423648434,82989313,2024-10-30,2024-10-30 15:43:29,2024-10-30 15:45:29,on time,3926.19,wallet,86520,3149,863930,2,242.57
424087401,90753712,2024-04-19,2024-04-19 10:53:15,2024-04-19 10:50:15,on time,96.09,cash,59842,9807,51036,1,931.61
427702490,71607166,2024-01-20,2024-01-20 21:44:03,2024-01-20 21:43:03,on time,891.72,wallet,82652,3710,120385,1,597.91
436184281,78614729,2023-11-20,2023-11-20 12:55:18,2023-11-20 13:22:18,significantly delayed,3147.92,card,59936,2749,15314,3,578.85
